"GeneName","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48","Sample49","Sample50"
"Gene1",-0.769031795152569,0.201089609732858,-0.892924652187009,0.286168986502725,-0.622432405822626,1.56956815635088,1.43529530536228,1.15343238212072,0.908036800370447,1.95109797040588,-0.676664267457517,-0.95437814569518,2.19194292438143,-0.680617551107644,0.0839325681204748,-0.336104257864436,-0.24869147753417,-0.228770738076541,0.219302826976991,-0.163874123331413,-0.381197332913863,1.1463070486359,-0.0517108137055745,0.0607136477681832,-0.167376374818691,1.03014622407038,0.0869065492836538,0.177333812015704,0.224069778728422,0.53212170585841,0.259269719209521,-0.826420861090815,1.31083902359206,-1.35582771590547,0.442324532200503,-1.64728882693193,-0.462847956676142,0.122610830672094,-0.831835352829367,-0.589268993856088,-1.58439298643885,1.2318921770052,-1.62631318818259,-0.268616129772939,-0.740325366753455,-0.571170166488159,2.57283440414964,0.280197299514003,-1.29153947063273,-1.5078133318026
"Gene2",-0.252819020104767,0.429314093615356,-1.10073581326208,0.0598343906511912,-0.615227507824077,1.66972847180472,1.26686727876067,0.678631067148805,1.0485533377318,1.46440709048659,-0.315891344167792,0.450421776875398,1.32163045352391,-1.17134568107766,-0.367609689445098,-0.872846345063845,-0.646385277202638,-0.201794076303961,0.540465984481623,0.0666772713808255,0.0692423799996987,1.35380324978528,-0.134798589425867,0.0778112533318587,0.634311557642213,0.528332327262323,0.220844782937015,0.35317876329356,-0.279409121399188,-0.165194354438709,0.288492237603877,-1.10447882950629,0.997550916131955,-1.94855414962169,0.96526983100063,-1.67244457123382,0.278997851898199,-0.450440712748805,-0.137693552109961,0.527283880112174,-1.67639130571357,1.6090313442689,-1.41857053328598,-0.305945657442376,-1.33660367788784,-0.204030354390248,2.41947738023309,0.355652404847617,-1.7373286763786,-1.55927253677442
"Gene3",0.330733451727369,-0.274197553767383,0.702942784052021,0.0223319538836751,0.809394468592865,-1.6730005279932,-0.653062747498483,-1.05061374542789,0.116593537833126,-1.61342887213678,-0.0623585813420215,0.694087196705178,-1.79660651810441,0.730579897489009,0.99306795083852,-0.015659713571728,-0.0401852108241981,-0.469414581020453,-0.59750228822204,0.631854234221921,0.96760582554179,-1.82919879518643,-0.494437326095251,-1.14454641600715,0.495666759136708,-0.9286869035135,-0.0317017532509019,0.085383817027462,0.794922805852122,-0.410706098157306,-0.534093658120078,0.254092851672593,-0.660717320482095,1.27178274865502,-0.0109362044895862,1.25888275058998,0.337814822886135,0.585180310911072,-0.0862582048708142,-0.248453861255265,1.46099934166936,-1.18413028128614,2.02176004277104,0.22430494646985,0.592051866921463,0.772444365157911,-2.86196767966464,-0.608745701541419,1.27128167418748,1.85485013903549
"Gene4",0.0133552474045695,0.115575751519187,-0.455458985354164,0.041844434873349,-0.46023446021563,2.13225232686769,1.12452967011314,1.10371222027572,0.781896391002722,1.48516418617659,0.38430057780583,-0.662993057021185,1.13968096222833,-0.563997792296689,0.758751114852563,-0.342033389096076,0.635167163157039,0.184535087178726,0.640467107643229,-0.139642942742836,0.0613082063423493,1.52936701312372,-0.58380408287116,-0.56303920456007,0.246532751550115,0.961634165711695,-0.640847520366812,-0.0381596213934489,-0.27141492985538,-0.131208367091107,0.779710791369234,-0.372383150136471,0.856918489894136,-1.11957624537924,0.316805443761239,-0.641700113889878,-0.0665599854296416,-0.606982145893369,-1.58315969021251,-0.22339196850633,-1.38111408120567,1.35503605050798,-1.99118679938313,-1.11136750250356,-1.29156812117442,-0.326656009615063,2.5079501440708,0.154941291111443,-1.51569703049244,-2.2272593918551
"Gene5",0.305809585172113,0.100443432924392,-0.608699792587067,-0.325222190649602,-1.04741636823006,2.91415612553502,0.58212229031175,0.985472973253781,0.510952618717829,2.21380732194527,-0.459425313332284,0.0490475409516014,1.76247409540699,-1.12996019375892,-0.50235687854331,0.428774072240678,0.223094187557634,-0.433307821804788,1.10388582553005,-0.454730285126848,0.0352436256420822,0.765970774057947,-0.330585388734438,-0.317190951071067,0.267941142945618,0.962062865820484,0.340596716039611,0.448514601352448,-0.334725502403529,-0.76719184421615,0.592482963268721,-0.188774844392372,0.167200327110546,-1.67197834851422,0.656445371526939,-1.1750627843672,-0.474961201837004,-0.978932941039675,-0.117523581267564,0.301844341957753,-1.31532755444552,1.49258096380316,-0.996622708381103,-0.128461461353427,-2.30540062551585,-0.36486152256918,1.73201028155306,-0.0148448824249336,-1.23967052526804,-1.25969853279134
"Gene6",0.848719174711307,-0.886657847476017,0.438438619873095,-0.0270333209783601,0.427041988557253,-2.05777233896739,-0.474065993128951,-1.19397746683716,-0.27938948973143,-2.08403389496159,0.251392231365294,-0.0710808932886903,-2.34342891035744,0.638348170656176,-0.139254446214341,0.421828061441224,0.124310135826511,0.698699216487095,-0.626205633117581,-0.205801571532327,0.429324329223649,-1.13586325102032,-0.132477323042339,-0.481944691078258,-0.242252958557856,-1.27008740888395,0.0795337216519007,-0.321812329986355,0.809347648144937,0.116450114554221,0.153494302694719,1.05249936699925,-0.504438455245002,1.94805979926983,-0.408587761255623,1.68612876909794,0.441159526364704,0.663140274348518,0.395595128354123,-0.440754096733045,1.35718719254423,-1.1632604918702,1.73727581790832,-0.17731570007322,0.974555368919073,0.467634165720383,-1.55306613230383,-0.941353167537505,2.25663029772896,0.745122151736068
"Gene7",-0.0551751211616904,-0.712639793862,-0.893747888073795,-0.170700686322508,0.885422816683442,2.42458573459592,0.402321282116504,1.28092415594324,-0.0576970043064476,2.29723841965066,-0.936161502119264,-0.909108282440085,1.97296674359831,-0.142969820867461,-0.271350869235497,-0.927331866789538,-0.113633288418993,0.0148395043444784,0.278714670804489,-0.143882832740434,-0.113710520825726,1.54720703570776,0.367011362025392,0.156413558415751,0.418174980137165,1.02659125644446,1.03812875177179,-0.00215211113428662,-0.360850713802866,0.0734246055460771,0.237013392782482,-0.595027046295753,1.05024767838781,-0.754775179911093,0.0406202543335116,-0.590260985449418,-0.0466640285803526,-0.766413610898466,-0.990986575525706,-0.474905528211289,-1.69516449634928,1.53540975237372,-1.40448808012356,0.181158662069507,-1.30180575952567,-0.8604294522224,1.80161816203761,-0.807714828796099,-1.74183483682693,-1.18845006895347
"Gene8",-0.68780618308452,0.597891976310533,-1.40985619842207,0.487976400791107,-0.134607450616442,2.01850996531099,1.12434615204849,0.671537182671618,0.800539737296952,1.58930226718066,-0.743649051520888,0.326108762037423,2.31403986650368,-0.288358635362332,-0.112518800694859,-0.142423315848872,0.223162491862228,-0.224386751889468,0.398520974212283,-0.936437277826224,-1.21304918130456,1.93565874044756,-0.295282875997422,-0.227968236779246,0.0959387712479858,0.331856910579683,0.191933900315761,0.204448766724501,-0.642956094740084,0.0895802363082914,0.034747380980733,-0.803035206516542,0.758664866936626,-1.08396959619489,0.15926237998231,-1.46796344034569,-0.507444997825538,-1.12780469024177,-0.620734198718496,0.200309038588156,-1.60158710894801,1.95960076524672,-1.30330991557896,-0.729184038804208,-0.586840085226465,0.146605651718925,2.51148575350156,-0.448538509494891,-0.969925052365822,-0.862392044456505
"Gene9",-0.207462857949157,-0.513344605970947,-0.823983036078294,-0.917031751626554,0.375008258976063,1.59545962791085,0.862732474146845,1.22464603829039,0.498645696754219,1.38533241519237,-0.0186224438161568,-0.00615134400272055,1.93884368445764,-0.363908609684083,-0.509207903480818,0.460361251509867,-0.638796238227342,0.683971707330389,1.48477528837826,0.214681388535758,-0.718985880892513,1.30311608480724,0.209418484652887,-0.090540911256322,-0.24960881677817,1.27112989879063,0.0528154751455282,0.489432535238994,-0.527128357438649,0.230116312142116,0.0930621872277305,-0.929797984405698,0.628804926596395,-1.49840753651278,1.01843950789429,-0.504607026573644,-0.65985953687874,0.145627951487142,-1.08955395233936,0.216593846893484,-1.28931701585409,1.19013018864906,-1.81127760628129,-1.73750637683836,-1.43808800878381,-0.831201788631043,2.24459022999551,0.441964873428689,-1.3051616345813,-1.5801491095505
"Gene10",0.832460348967653,0.212914737300421,0.629735978403042,-0.566213081613383,0.457286315083872,-1.1776976018252,-0.790428062587539,-0.527146210676416,-0.0285507603102079,-1.62792135849241,0.967438771680185,-0.27883246480053,-2.03090347139716,0.669005220288613,-1.08627003476066,0.0240656328706653,0.262313831125284,0.428764004433614,-0.308084876834967,-0.694003745647289,1.21943881552066,-1.35970269567061,-0.234200523841698,-0.153023152546596,-0.73318298452427,-0.88554145389169,-0.745675595498936,-0.152909024257423,0.564031395746913,-0.112989123744539,-0.251131946793755,0.483015808090509,-0.69012355547815,2.02147027825463,-1.56927909185135,1.53702425713374,-0.104673646912519,0.2322993726908,1.49543596190985,-0.134165559388365,2.40243753013581,-0.770596185225063,1.16936231446934,0.783414122472384,0.991630974927925,-0.535660938618978,-2.10069067346333,-0.195642350228932,1.39163065540128,1.07006384397478
"Gene11",0.261967505256862,0.39336190630989,-0.184138814265365,1.05737456661881,0.168499310036702,1.53433270576794,0.928601365185532,0.36593049698625,0.741790709676887,1.30448097452873,-0.218387559249349,-0.464236113418047,1.69045644253687,-0.41241915293663,-0.17037330863816,0.158973527495324,-0.189431767818421,0.749349722493624,1.09740297116484,0.0539333739455172,-0.500975854238031,1.28599514597377,0.327976085754806,-0.260782844490057,0.161948266245344,0.842496029637805,0.315816520045714,0.292778244144226,-0.297964148022419,-0.821858628320842,0.0774105968153005,-0.658110416513645,0.353067314540035,-1.83766563702322,0.0730508938992458,-1.37284414954996,0.116926050169803,-0.297229061882295,-0.275747171683295,-0.232296728701771,-1.84730994322518,1.13509120539789,-2.13155366821818,0.443738761880314,-1.1589525864188,-1.56052136625921,2.78095168900012,-0.42630906570844,-1.94058915705321,-1.45400523787363
"Gene12",0.173078447682052,1.0851991809877,-0.163924551949646,-0.0871298043763831,-2.44058682984349,1.22445920335545,0.321377481439565,0.529336348618531,1.30285080440629,1.79380948480897,0.913834170460324,0.0979104710320225,1.96654531132901,-0.0557529224927649,-0.444452780659667,0.394260229397189,-0.596193226701823,-0.713391400675049,0.409706813829386,0.22345643506546,-0.186281562746939,1.11615332381407,0.221178711998479,-0.392027237872678,0.423160217693503,0.258138606987572,0.390543198885307,-0.403174742989229,-1.11057792992596,0.364853186225812,0.0722586680310227,-0.953460937928827,1.26536227947756,-1.12363125419022,0.12013817595424,-1.34578772595172,0.664489423712042,-0.635814494884078,-0.559513946626771,0.246180326945356,-1.6600776183471,2.28477660837319,-0.775208742486686,-0.949514047139045,-1.30396723558591,-0.450609202458108,1.75621685068227,-0.468392496864196,-1.31403741725973,-1.48576585123637
"Gene13",0.411667659943473,0.049336099860245,1.21674409819363,-0.161067699041333,0.686308683819023,-0.933704796951436,-1.42441388815787,-0.819707155263884,-0.584073460534838,-1.99584885218942,0.609108883059111,0.278715573598804,-1.55147479566449,0.799176855283414,0.431248092644995,0.275232480497541,0.387469972646344,-0.123838924089578,-0.972700009359508,1.02073631116733,0.362223698935282,-1.31555793779992,0.0639113296058615,0.696707002750124,0.126704242539298,-0.768165583995304,-1.45880924631334,-0.719567809759017,-0.0674126696092756,1.09026215391585,-1.20181898335625,0.27962933357877,-0.764391481079437,1.2924933392817,-1.08601304776495,2.01094504878266,0.0872422757484005,-0.295060922222367,0.27789683219734,-0.413408805626159,1.92825482771932,-1.72847032687196,1.99324271239078,0.826172558210056,0.150849963229462,0.570066626586354,-1.64901757472153,-0.0879798082058535,0.946545815091835,1.25361130730072
